# Motion State
# Angle Units : degrees
# Time        	centreOfRotation	centreOfMass	rotation	velocity	omega
601.1         	(0.000000e+00 9.895006e-04 0.000000e+00)	(0.000000e+00 9.895006e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.098439e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
601.2         	(0.000000e+00 1.018346e-03 0.000000e+00)	(0.000000e+00 1.018346e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.664708e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
601.3         	(0.000000e+00 1.042795e-03 0.000000e+00)	(0.000000e+00 1.042795e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.219676e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
601.4         	(0.000000e+00 1.062739e-03 0.000000e+00)	(0.000000e+00 1.062739e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.765005e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
601.5         	(0.000000e+00 1.078095e-03 0.000000e+00)	(0.000000e+00 1.078095e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.302606e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
601.6         	(0.000000e+00 1.088792e-03 0.000000e+00)	(0.000000e+00 1.088792e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 8.337670e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
601.7         	(0.000000e+00 1.094770e-03 0.000000e+00)	(0.000000e+00 1.094770e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.608099e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
601.8         	(0.000000e+00 1.096008e-03 0.000000e+00)	(0.000000e+00 1.096008e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.137926e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
601.9         	(0.000000e+00 1.092494e-03 0.000000e+00)	(0.000000e+00 1.092494e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.883886e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
602           	(0.000000e+00 1.084240e-03 0.000000e+00)	(0.000000e+00 1.084240e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.060790e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
602.1         	(0.000000e+00 1.071279e-03 0.000000e+00)	(0.000000e+00 1.071279e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.528872e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
602.2         	(0.000000e+00 1.053663e-03 0.000000e+00)	(0.000000e+00 1.053663e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.990857e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
602.3         	(0.000000e+00 1.031461e-03 0.000000e+00)	(0.000000e+00 1.031461e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.445138e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
602.4         	(0.000000e+00 1.004760e-03 0.000000e+00)	(0.000000e+00 1.004760e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.889392e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
602.5         	(0.000000e+00 9.736735e-04 0.000000e+00)	(0.000000e+00 9.736735e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.320922e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
602.6         	(0.000000e+00 9.383414e-04 0.000000e+00)	(0.000000e+00 9.383414e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.738118e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
602.7         	(0.000000e+00 8.989112e-04 0.000000e+00)	(0.000000e+00 8.989112e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.139502e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
602.8         	(0.000000e+00 8.555513e-04 0.000000e+00)	(0.000000e+00 8.555513e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.523187e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
602.9         	(0.000000e+00 8.084474e-04 0.000000e+00)	(0.000000e+00 8.084474e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.887292e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
603           	(0.000000e+00 7.578055e-04 0.000000e+00)	(0.000000e+00 7.578055e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.230223e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
603.1         	(0.000000e+00 7.038430e-04 0.000000e+00)	(0.000000e+00 7.038430e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.550252e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
603.2         	(0.000000e+00 6.468004e-04 0.000000e+00)	(0.000000e+00 6.468004e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.845947e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
603.3         	(0.000000e+00 5.869240e-04 0.000000e+00)	(0.000000e+00 5.869240e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.115968e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
603.4         	(0.000000e+00 5.244811e-04 0.000000e+00)	(0.000000e+00 5.244811e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.358698e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
603.5         	(0.000000e+00 4.597501e-04 0.000000e+00)	(0.000000e+00 4.597501e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.573331e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
603.6         	(0.000000e+00 3.930145e-04 0.000000e+00)	(0.000000e+00 3.930145e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.759102e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
603.7         	(0.000000e+00 3.245680e-04 0.000000e+00)	(0.000000e+00 3.245680e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.915038e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
603.8         	(0.000000e+00 2.547137e-04 0.000000e+00)	(0.000000e+00 2.547137e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.040357e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
603.9         	(0.000000e+00 1.837609e-04 0.000000e+00)	(0.000000e+00 1.837609e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.134496e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
604           	(0.000000e+00 1.120238e-04 0.000000e+00)	(0.000000e+00 1.120238e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.197122e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
604.1         	(0.000000e+00 3.981845e-05 0.000000e+00)	(0.000000e+00 3.981845e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.228270e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
604.2         	(0.000000e+00 -3.254162e-05 0.000000e+00)	(0.000000e+00 -3.254162e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.227866e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
604.3         	(0.000000e+00 -1.047389e-04 0.000000e+00)	(0.000000e+00 -1.047389e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.195705e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
604.4         	(0.000000e+00 -1.764557e-04 0.000000e+00)	(0.000000e+00 -1.764557e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.131999e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
604.5         	(0.000000e+00 -2.473789e-04 0.000000e+00)	(0.000000e+00 -2.473789e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.037514e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
604.6         	(0.000000e+00 -3.172060e-04 0.000000e+00)	(0.000000e+00 -3.172060e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.912566e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
604.7         	(0.000000e+00 -3.856302e-04 0.000000e+00)	(0.000000e+00 -3.856302e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.757633e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
604.8         	(0.000000e+00 -4.523587e-04 0.000000e+00)	(0.000000e+00 -4.523587e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.573452e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
604.9         	(0.000000e+00 -5.170992e-04 0.000000e+00)	(0.000000e+00 -5.170992e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.361103e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
605           	(0.000000e+00 -5.795807e-04 0.000000e+00)	(0.000000e+00 -5.795807e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.121665e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
605.1         	(0.000000e+00 -6.395325e-04 0.000000e+00)	(0.000000e+00 -6.395325e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.855899e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
605.2         	(0.000000e+00 -6.966987e-04 0.000000e+00)	(0.000000e+00 -6.966987e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.565116e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
605.3         	(0.000000e+00 -7.508348e-04 0.000000e+00)	(0.000000e+00 -7.508348e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.250590e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
605.4         	(0.000000e+00 -8.017105e-04 0.000000e+00)	(0.000000e+00 -8.017105e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.913663e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
605.5         	(0.000000e+00 -8.491081e-04 0.000000e+00)	(0.000000e+00 -8.491081e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.555803e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
605.6         	(0.000000e+00 -8.928266e-04 0.000000e+00)	(0.000000e+00 -8.928266e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.178778e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
605.7         	(0.000000e+00 -9.326836e-04 0.000000e+00)	(0.000000e+00 -9.326836e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.784022e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
605.8         	(0.000000e+00 -9.685070e-04 0.000000e+00)	(0.000000e+00 -9.685070e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.373001e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
605.9         	(0.000000e+00 -1.000144e-03 0.000000e+00)	(0.000000e+00 -1.000144e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.947626e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
606           	(0.000000e+00 -1.027460e-03 0.000000e+00)	(0.000000e+00 -1.027460e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.509753e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
606.1         	(0.000000e+00 -1.050339e-03 0.000000e+00)	(0.000000e+00 -1.050339e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.061196e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
606.2         	(0.000000e+00 -1.068683e-03 0.000000e+00)	(0.000000e+00 -1.068683e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.603589e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
606.3         	(0.000000e+00 -1.082410e-03 0.000000e+00)	(0.000000e+00 -1.082410e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.138833e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
606.4         	(0.000000e+00 -1.091460e-03 0.000000e+00)	(0.000000e+00 -1.091460e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.685545e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
606.5         	(0.000000e+00 -1.095782e-03 0.000000e+00)	(0.000000e+00 -1.095782e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.945200e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
606.6         	(0.000000e+00 -1.095350e-03 0.000000e+00)	(0.000000e+00 -1.095350e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.805261e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
606.7         	(0.000000e+00 -1.090171e-03 0.000000e+00)	(0.000000e+00 -1.090171e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.544073e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
606.8         	(0.000000e+00 -1.080262e-03 0.000000e+00)	(0.000000e+00 -1.080262e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.225408e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
606.9         	(0.000000e+00 -1.065663e-03 0.000000e+00)	(0.000000e+00 -1.065663e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.691344e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
607           	(0.000000e+00 -1.046435e-03 0.000000e+00)	(0.000000e+00 -1.046435e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.150827e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
607.1         	(0.000000e+00 -1.022646e-03 0.000000e+00)	(0.000000e+00 -1.022646e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.602057e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
607.2         	(0.000000e+00 -9.943943e-04 0.000000e+00)	(0.000000e+00 -9.943943e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.042081e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
607.3         	(0.000000e+00 -9.618048e-04 0.000000e+00)	(0.000000e+00 -9.618048e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.468780e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
607.4         	(0.000000e+00 -9.250187e-04 0.000000e+00)	(0.000000e+00 -9.250187e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.880716e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
607.5         	(0.000000e+00 -8.841904e-04 0.000000e+00)	(0.000000e+00 -8.841904e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.276191e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
607.6         	(0.000000e+00 -8.394949e-04 0.000000e+00)	(0.000000e+00 -8.394949e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.653259e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
607.7         	(0.000000e+00 -7.911253e-04 0.000000e+00)	(0.000000e+00 -7.911253e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.010330e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
607.8         	(0.000000e+00 -7.392883e-04 0.000000e+00)	(0.000000e+00 -7.392883e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.345690e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
607.9         	(0.000000e+00 -6.842115e-04 0.000000e+00)	(0.000000e+00 -6.842115e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.657491e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
608           	(0.000000e+00 -6.261385e-04 0.000000e+00)	(0.000000e+00 -6.261385e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.944357e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
608.1         	(0.000000e+00 -5.653243e-04 0.000000e+00)	(0.000000e+00 -5.653243e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.204991e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
608.2         	(0.000000e+00 -5.020387e-04 0.000000e+00)	(0.000000e+00 -5.020387e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.438030e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
608.3         	(0.000000e+00 -4.365637e-04 0.000000e+00)	(0.000000e+00 -4.365637e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.642600e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
608.4         	(0.000000e+00 -3.691867e-04 0.000000e+00)	(0.000000e+00 -3.691867e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.818037e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
608.5         	(0.000000e+00 -3.002030e-04 0.000000e+00)	(0.000000e+00 -3.002030e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.963389e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
608.6         	(0.000000e+00 -2.299189e-04 0.000000e+00)	(0.000000e+00 -2.299189e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.077817e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
608.7         	(0.000000e+00 -1.586467e-04 0.000000e+00)	(0.000000e+00 -1.586467e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.160899e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
608.8         	(0.000000e+00 -8.670091e-05 0.000000e+00)	(0.000000e+00 -8.670091e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.212592e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
608.9         	(0.000000e+00 -1.439481e-05 0.000000e+00)	(0.000000e+00 -1.439481e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.232734e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
609           	(0.000000e+00 5.795377e-05 0.000000e+00)	(0.000000e+00 5.795377e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.221203e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
609.1         	(0.000000e+00 1.300292e-04 0.000000e+00)	(0.000000e+00 1.300292e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.177919e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
609.2         	(0.000000e+00 2.015122e-04 0.000000e+00)	(0.000000e+00 2.015122e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.103213e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
609.3         	(0.000000e+00 2.720935e-04 0.000000e+00)	(0.000000e+00 2.720935e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.997795e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
609.4         	(0.000000e+00 3.414681e-04 0.000000e+00)	(0.000000e+00 3.414681e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.862175e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
609.5         	(0.000000e+00 4.093370e-04 0.000000e+00)	(0.000000e+00 4.093370e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.696888e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
609.6         	(0.000000e+00 4.754058e-04 0.000000e+00)	(0.000000e+00 4.754058e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.502606e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
609.7         	(0.000000e+00 5.393891e-04 0.000000e+00)	(0.000000e+00 5.393891e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.280536e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
609.8         	(0.000000e+00 6.010165e-04 0.000000e+00)	(0.000000e+00 6.010165e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.031638e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
609.9         	(0.000000e+00 6.600219e-04 0.000000e+00)	(0.000000e+00 6.600219e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.756766e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
610           	(0.000000e+00 7.161519e-04 0.000000e+00)	(0.000000e+00 7.161519e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.457511e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
610.1         	(0.000000e+00 7.691721e-04 0.000000e+00)	(0.000000e+00 7.691721e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.135143e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
610.2         	(0.000000e+00 8.188547e-04 0.000000e+00)	(0.000000e+00 8.188547e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.790593e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
610.3         	(0.000000e+00 8.649840e-04 0.000000e+00)	(0.000000e+00 8.649840e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.425669e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
610.4         	(0.000000e+00 9.073681e-04 0.000000e+00)	(0.000000e+00 9.073681e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.042240e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
610.5         	(0.000000e+00 9.458288e-04 0.000000e+00)	(0.000000e+00 9.458288e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.641423e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
610.6         	(0.000000e+00 9.801965e-04 0.000000e+00)	(0.000000e+00 9.801965e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.224895e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
610.7         	(0.000000e+00 1.010327e-03 0.000000e+00)	(0.000000e+00 1.010327e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.794849e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
610.8         	(0.000000e+00 1.036094e-03 0.000000e+00)	(0.000000e+00 1.036094e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.352760e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
610.9         	(0.000000e+00 1.057382e-03 0.000000e+00)	(0.000000e+00 1.057382e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.900533e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
611           	(0.000000e+00 1.074104e-03 0.000000e+00)	(0.000000e+00 1.074104e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.440196e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
611.1         	(0.000000e+00 1.086186e-03 0.000000e+00)	(0.000000e+00 1.086186e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 9.731705e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
611.2         	(0.000000e+00 1.093568e-03 0.000000e+00)	(0.000000e+00 1.093568e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.013529e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
