# Motion State
# Angle Units : degrees
# Time        	centreOfRotation	centreOfMass	rotation	velocity	omega
217.8         	(0.000000e+00 -2.868837e-04 0.000000e+00)	(0.000000e+00 -2.868837e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.968149e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
217.9         	(0.000000e+00 -2.165792e-04 0.000000e+00)	(0.000000e+00 -2.165792e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.077191e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
218           	(0.000000e+00 -1.453399e-04 0.000000e+00)	(0.000000e+00 -1.453399e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.154923e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
218.1         	(0.000000e+00 -7.348072e-05 0.000000e+00)	(0.000000e+00 -7.348072e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.201359e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
218.2         	(0.000000e+00 -1.312746e-06 0.000000e+00)	(0.000000e+00 -1.312746e-06 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.216354e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
218.3         	(0.000000e+00 7.084636e-05 0.000000e+00)	(0.000000e+00 7.084636e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.199721e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
218.4         	(0.000000e+00 1.426817e-04 0.000000e+00)	(0.000000e+00 1.426817e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.151439e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
218.5         	(0.000000e+00 2.138751e-04 0.000000e+00)	(0.000000e+00 2.138751e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.071900e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
218.6         	(0.000000e+00 2.841197e-04 0.000000e+00)	(0.000000e+00 2.841197e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.961758e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
218.7         	(0.000000e+00 3.531103e-04 0.000000e+00)	(0.000000e+00 3.531103e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.821537e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
218.8         	(0.000000e+00 4.205504e-04 0.000000e+00)	(0.000000e+00 4.205504e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.651782e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
218.9         	(0.000000e+00 4.861459e-04 0.000000e+00)	(0.000000e+00 4.861459e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.453177e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
219           	(0.000000e+00 5.496140e-04 0.000000e+00)	(0.000000e+00 5.496140e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.226992e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
219.1         	(0.000000e+00 6.106858e-04 0.000000e+00)	(0.000000e+00 6.106858e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.974231e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
219.2         	(0.000000e+00 6.690986e-04 0.000000e+00)	(0.000000e+00 6.690986e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.695711e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
219.3         	(0.000000e+00 7.246000e-04 0.000000e+00)	(0.000000e+00 7.246000e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.392955e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
219.4         	(0.000000e+00 7.769577e-04 0.000000e+00)	(0.000000e+00 7.769577e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.067345e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
219.5         	(0.000000e+00 8.259469e-04 0.000000e+00)	(0.000000e+00 8.259469e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.719873e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
219.6         	(0.000000e+00 8.713551e-04 0.000000e+00)	(0.000000e+00 8.713551e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.352315e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
219.7         	(0.000000e+00 9.129932e-04 0.000000e+00)	(0.000000e+00 9.129932e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.966472e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
219.8         	(0.000000e+00 9.506845e-04 0.000000e+00)	(0.000000e+00 9.506845e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.563428e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
219.9         	(0.000000e+00 9.842618e-04 0.000000e+00)	(0.000000e+00 9.842618e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.144902e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
220           	(0.000000e+00 1.013583e-03 0.000000e+00)	(0.000000e+00 1.013583e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.713195e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
220.1         	(0.000000e+00 1.038526e-03 0.000000e+00)	(0.000000e+00 1.038526e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.269907e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
220.2         	(0.000000e+00 1.058981e-03 0.000000e+00)	(0.000000e+00 1.058981e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.816733e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
220.3         	(0.000000e+00 1.074860e-03 0.000000e+00)	(0.000000e+00 1.074860e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.355605e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
220.4         	(0.000000e+00 1.086093e-03 0.000000e+00)	(0.000000e+00 1.086093e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 8.878277e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
220.5         	(0.000000e+00 1.092617e-03 0.000000e+00)	(0.000000e+00 1.092617e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.156676e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
220.6         	(0.000000e+00 1.094406e-03 0.000000e+00)	(0.000000e+00 1.094406e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.840211e-06 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
220.7         	(0.000000e+00 1.091449e-03 0.000000e+00)	(0.000000e+00 1.091449e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.326927e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
220.8         	(0.000000e+00 1.083752e-03 0.000000e+00)	(0.000000e+00 1.083752e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.004985e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
220.9         	(0.000000e+00 1.071349e-03 0.000000e+00)	(0.000000e+00 1.071349e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.473243e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
221           	(0.000000e+00 1.054287e-03 0.000000e+00)	(0.000000e+00 1.054287e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.935478e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
221.1         	(0.000000e+00 1.032640e-03 0.000000e+00)	(0.000000e+00 1.032640e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.390187e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
221.2         	(0.000000e+00 1.006484e-03 0.000000e+00)	(0.000000e+00 1.006484e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.835188e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
221.3         	(0.000000e+00 9.759358e-04 0.000000e+00)	(0.000000e+00 9.759358e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.267691e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
221.4         	(0.000000e+00 9.411299e-04 0.000000e+00)	(0.000000e+00 9.411299e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.686193e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
221.5         	(0.000000e+00 9.022120e-04 0.000000e+00)	(0.000000e+00 9.022120e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.089068e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
221.6         	(0.000000e+00 8.593485e-04 0.000000e+00)	(0.000000e+00 8.593485e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.474474e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
221.7         	(0.000000e+00 8.127225e-04 0.000000e+00)	(0.000000e+00 8.127225e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.840494e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
221.8         	(0.000000e+00 7.625386e-04 0.000000e+00)	(0.000000e+00 7.625386e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.185553e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
221.9         	(0.000000e+00 7.090114e-04 0.000000e+00)	(0.000000e+00 7.090114e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.507932e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
222           	(0.000000e+00 6.523800e-04 0.000000e+00)	(0.000000e+00 6.523800e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.806120e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
222.1         	(0.000000e+00 5.928890e-04 0.000000e+00)	(0.000000e+00 5.928890e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.078791e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
222.2         	(0.000000e+00 5.308042e-04 0.000000e+00)	(0.000000e+00 5.308042e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.324302e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
222.3         	(0.000000e+00 4.664030e-04 0.000000e+00)	(0.000000e+00 4.664030e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.541825e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
222.4         	(0.000000e+00 3.999677e-04 0.000000e+00)	(0.000000e+00 3.999677e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.730602e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
222.5         	(0.000000e+00 3.317910e-04 0.000000e+00)	(0.000000e+00 3.317910e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.889651e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
222.6         	(0.000000e+00 2.621747e-04 0.000000e+00)	(0.000000e+00 2.621747e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.018182e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
222.7         	(0.000000e+00 1.914273e-04 0.000000e+00)	(0.000000e+00 1.914273e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.115598e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
222.8         	(0.000000e+00 1.198627e-04 0.000000e+00)	(0.000000e+00 1.198627e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.181564e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
222.9         	(0.000000e+00 4.779605e-05 0.000000e+00)	(0.000000e+00 4.779605e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.216122e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
223           	(0.000000e+00 -2.445974e-05 0.000000e+00)	(0.000000e+00 -2.445974e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.219160e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
223.1         	(0.000000e+00 -9.658715e-05 0.000000e+00)	(0.000000e+00 -9.658715e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.190454e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
223.2         	(0.000000e+00 -1.682688e-04 0.000000e+00)	(0.000000e+00 -1.682688e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.130204e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
223.3         	(0.000000e+00 -2.391912e-04 0.000000e+00)	(0.000000e+00 -2.391912e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.039165e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
223.4         	(0.000000e+00 -3.090521e-04 0.000000e+00)	(0.000000e+00 -3.090521e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.917601e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
223.5         	(0.000000e+00 -3.775432e-04 0.000000e+00)	(0.000000e+00 -3.775432e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.766017e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
223.6         	(0.000000e+00 -4.443724e-04 0.000000e+00)	(0.000000e+00 -4.443724e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.585208e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
223.7         	(0.000000e+00 -5.092474e-04 0.000000e+00)	(0.000000e+00 -5.092474e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.376212e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
223.8         	(0.000000e+00 -5.718967e-04 0.000000e+00)	(0.000000e+00 -5.718967e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.140067e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
223.9         	(0.000000e+00 -6.320487e-04 0.000000e+00)	(0.000000e+00 -6.320487e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.877519e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
224           	(0.000000e+00 -6.894471e-04 0.000000e+00)	(0.000000e+00 -6.894471e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.589868e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
224.1         	(0.000000e+00 -7.438461e-04 0.000000e+00)	(0.000000e+00 -7.438461e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.278400e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
224.2         	(0.000000e+00 -7.950151e-04 0.000000e+00)	(0.000000e+00 -7.950151e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.944487e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
224.3         	(0.000000e+00 -8.427358e-04 0.000000e+00)	(0.000000e+00 -8.427358e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.589493e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
224.4         	(0.000000e+00 -8.868049e-04 0.000000e+00)	(0.000000e+00 -8.868049e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.215145e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
224.5         	(0.000000e+00 -9.270387e-04 0.000000e+00)	(0.000000e+00 -9.270387e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.823029e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
224.6         	(0.000000e+00 -9.632655e-04 0.000000e+00)	(0.000000e+00 -9.632655e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.414514e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
224.7         	(0.000000e+00 -9.953290e-04 0.000000e+00)	(0.000000e+00 -9.953290e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.991350e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
224.8         	(0.000000e+00 -1.023093e-03 0.000000e+00)	(0.000000e+00 -1.023093e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.555579e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
224.9         	(0.000000e+00 -1.046441e-03 0.000000e+00)	(0.000000e+00 -1.046441e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.109034e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
225           	(0.000000e+00 -1.065273e-03 0.000000e+00)	(0.000000e+00 -1.065273e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.653299e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
225.1         	(0.000000e+00 -1.079507e-03 0.000000e+00)	(0.000000e+00 -1.079507e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.190236e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
225.2         	(0.000000e+00 -1.089078e-03 0.000000e+00)	(0.000000e+00 -1.089078e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.213451e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
225.3         	(0.000000e+00 -1.093933e-03 0.000000e+00)	(0.000000e+00 -1.093933e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.485084e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
225.4         	(0.000000e+00 -1.094048e-03 0.000000e+00)	(0.000000e+00 -1.094048e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.255059e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
225.5         	(0.000000e+00 -1.089423e-03 0.000000e+00)	(0.000000e+00 -1.089423e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.986512e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
225.6         	(0.000000e+00 -1.080075e-03 0.000000e+00)	(0.000000e+00 -1.080075e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.169184e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
225.7         	(0.000000e+00 -1.066040e-03 0.000000e+00)	(0.000000e+00 -1.066040e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.634861e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
225.8         	(0.000000e+00 -1.047378e-03 0.000000e+00)	(0.000000e+00 -1.047378e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.094219e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
225.9         	(0.000000e+00 -1.024155e-03 0.000000e+00)	(0.000000e+00 -1.024155e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.545623e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
226           	(0.000000e+00 -9.964654e-04 0.000000e+00)	(0.000000e+00 -9.964654e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.986210e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
226.1         	(0.000000e+00 -9.644311e-04 0.000000e+00)	(0.000000e+00 -9.644311e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.413683e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
226.2         	(0.000000e+00 -9.281917e-04 0.000000e+00)	(0.000000e+00 -9.281917e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.826618e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
226.3         	(0.000000e+00 -8.878987e-04 0.000000e+00)	(0.000000e+00 -8.878987e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.223371e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
226.4         	(0.000000e+00 -8.437243e-04 0.000000e+00)	(0.000000e+00 -8.437243e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.601988e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
226.5         	(0.000000e+00 -7.958590e-04 0.000000e+00)	(0.000000e+00 -7.958590e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.960712e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
226.6         	(0.000000e+00 -7.445101e-04 0.000000e+00)	(0.000000e+00 -7.445101e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.297994e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
226.7         	(0.000000e+00 -6.898991e-04 0.000000e+00)	(0.000000e+00 -6.898991e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.612120e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
226.8         	(0.000000e+00 -6.322677e-04 0.000000e+00)	(0.000000e+00 -6.322677e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.901589e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
226.9         	(0.000000e+00 -5.718673e-04 0.000000e+00)	(0.000000e+00 -5.718673e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.165110e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
227           	(0.000000e+00 -5.089655e-04 0.000000e+00)	(0.000000e+00 -5.089655e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.401226e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
227.1         	(0.000000e+00 -4.438428e-04 0.000000e+00)	(0.000000e+00 -4.438428e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.609076e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
227.2         	(0.000000e+00 -3.767839e-04 0.000000e+00)	(0.000000e+00 -3.767839e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.787990e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
227.3         	(0.000000e+00 -3.080830e-04 0.000000e+00)	(0.000000e+00 -3.080830e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.937000e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
227.4         	(0.000000e+00 -2.380439e-04 0.000000e+00)	(0.000000e+00 -2.380439e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.055264e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
227.5         	(0.000000e+00 -1.669777e-04 0.000000e+00)	(0.000000e+00 -1.669777e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.142310e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
227.6         	(0.000000e+00 -9.519774e-05 0.000000e+00)	(0.000000e+00 -9.519774e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.198016e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
227.7         	(0.000000e+00 -2.301736e-05 0.000000e+00)	(0.000000e+00 -2.301736e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.222244e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
227.8         	(0.000000e+00 4.924714e-05 0.000000e+00)	(0.000000e+00 4.924714e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.214888e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
227.9         	(0.000000e+00 1.212804e-04 0.000000e+00)	(0.000000e+00 1.212804e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.175870e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
